Comment,topic_1final,topic_2final,topic_2nd_ratio,sentiment_1final,sentiment_2final
Team work and persons I work withTime in 1/2 after 8 hours,Co-Workers/Teamwork,Inspiring Work/Place,0.0012855276734177429,Positive,Negative
Everyone works together for the purpose of the residents. The team thinks outside of the box and doesn't accept the status quo.,Co-Workers/Teamwork,Inspiring Work/Place,0.007436261830557086,Positive,Negative
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
Better communication ,Communication/Support,Co-Workers/Teamwork,0.0006260022936116906,Negative,Positive
The opportunity to help care for residents in their final days is very rewarding and Benton House is great about soliciting feedback from employees and putting employees in a position to be successful by providing the resources necessary to perform our jobs.,Inspiring Work/Place,Communication/Support,0.027344979649998723,Positive,Negative
A lot of activities are provided for our residents here and our staff. A lot of fun to work here and also a wonderful support group. I went from a CNA of 3 years to a Registered Nurse and I have no plans on leaving! Love my job.,Inspiring Work/Place,Co-Workers/Teamwork,0.0009586563448457646,Positive,Negative
More opportunity to move up in the company,Incentives/Growth,Inspiring Work/Place,0.003028304837287588,Negative,Positive
"In our Community, I do believe we are taking real strides in various ways to keep morale up, in encouraging employees to take time/care for/of themselves, and trying to make sure all employees know they have voice and that we need to hear it to continue to make this an even better place to work.",Communication/Support,Co-Workers/Teamwork,0.07714133353222973,Positive,Negative
Nada,No answer/Nothing,Inspiring Work/Place,0.00013032302774101736,Nothing,Negative
"Country meadows is a great place to work, as all jobs there are good and bad things about each, but country meadows offers opportunists for people to speak their piece about what is going on in our neighborhoods and they do as much as they can to accommodate and adapt as needs and levels of care change. I feel at home coming in to work and although I may not always be in direct agreement with my management staff, I do feel heard and understood often. They go out of their way to attempt to make coworkers feel like they are special with treats and parties for many occasions and holidays. ",Communication/Support,Inspiring Work/Place,0.13396491773975963,Positive,Negative
The co-workers who work here genuinely care for their residents and contributing to our residents living with dignity and purpose in their day to day activities.,Inspiring Work/Place,Co-Workers/Teamwork,0.0074465181269858126,Positive,Negative
The employees are caring for each other and for the residents.,Inspiring Work/Place,Co-Workers/Teamwork,0.014277534323926672,Positive,Negative
"Los empleados, muchos profecionales. ",Management Reliability/Integrity,Co-Workers/Teamwork,0.15271901231906546,Positive,Negative
N/a,No answer/Nothing,Inspiring Work/Place,0.00011168394997968676,Nothing,Negative
"Allow SLPs to be able to hold a subacute rehab pt longer when they are achieving PT and OT goals.
Allow time for SLP to plan and execute new methods learned from courses for i mproving effectiveness of treatment
Make the focal review process easier to access as every year it has been a struggle for the information being sent to me to allow me ample time to complete and not feel rushed.",Inspiring Work/Place,Staffing and Scheduling,0.04651248520029202,Negative,Positive
"I love that the company is family owned, really makes it easier to work for them because they make you feel like part of the family.",Management Reliability/Integrity,Inspiring Work/Place,0.03658831943237358,Positive,Negative
Managerial patience and mentoring,Management Reliability/Integrity,Communication/Support,0.001903533440557646,Positive,Negative
The residents for the most part are wonderful!,Inspiring Work/Place,Co-Workers/Teamwork,0.0013024287133722768,Positive,Negative
More Servers,Staffing and Scheduling,Supplies/Systems,0.023631058472929536,Negative,Positive
Put on back to 8:00 hour shift.,Staffing and Scheduling,Balancing Personal/Productivity,0.007594726122537571,Negative,Positive
More staff,Staffing and Scheduling,Co-Workers/Teamwork,0.0019468024370339334,Negative,Positive
More nursing possibilities ,Staffing and Scheduling,Inspiring Work/Place,0.12387826139278305,Negative,Positive
"In a word: wages. They need to increase the pay rate.  The pay scale here is very low, also include shift diff. for nurses.  Some PCAs are making the same hourly wage as experienced, licensed nurses.  New graduate nurses should not be making the same hourly wages as nurses with decades of experience.",Incentives/Growth,Inspiring Work/Place,0.0011757988895244335,Negative,Positive
The work environment is very relaxing regardless if the executives are in the office or not,Co-Workers/Teamwork,Management Reliability/Integrity,0.10654908690973067,Positive,Negative
"Politics. This company is riddled with people who flatter other people (especially management) who then make decisions based on their personal relationships versus what is best for the business. Often times these decisions negatively affect the reputation of the business. A truly great company to work for would always put the well-being of the company over any personal relationships, especially those built up by flattery. ",Management Reliability/Integrity,Co-Workers/Teamwork,0.017495435284912108,Negative,Positive
More pay. More staff,Incentives/Growth,Inspiring Work/Place,0.0020826721049586982,Negative,Positive
Itâ€™s outst already ,No answer/Nothing,Management Reliability/Integrity,0.03827709210129934,Nothing,Negative
Christian based.  I am comfortable asking for prayer for my clients.,Inspiring Work/Place,Co-Workers/Teamwork,0.037416706257629724,Positive,Negative
hire more staff to meet more needs of our client. ,Staffing and Scheduling,Co-Workers/Teamwork,0.0026555060125482382,Negative,Positive
"Having only one nurse on at a time is fine, but I donâ€™t feel I have adequate assistance or time to complete my tasks. I am always overwhelmed, donâ€™t get a lunch and have to stay late to get charting done. ",Staffing and Scheduling,Co-Workers/Teamwork,0.004671829182045387,Negative,Positive
Better communication with staff during changes to reassure that employees are valued and will not be discarded or replaced.,Communication/Support,Co-Workers/Teamwork,0.0014350640574117876,Negative,Positive
nothingðŸ˜Š,No answer/Nothing,Co-Workers/Teamwork,0.0007473063657513409,Nothing,Negative
"More office space and equipment; landline phones for office, ability to print off the laptop in the office.  Otherwise it is, so far, a supportive and committed organization.  I am thoroughly enjoying my experience working here thus far.
",Supplies/Systems,Inspiring Work/Place,0.11681926326090146,Negative,Positive
Close location â€˜s,Other,Inspiring Work/Place,0.025755791735591838,Positive,Negative
"Working for Infinity is great.  I love this company.  Working in the environment that Infinity contracts with can be exceptionally difficult as Infinity's customers are often unethical and very difficult to work with.  If Infinity could do a better job imparting its culture, etc. onto its customers, then day-to-day work life for Infinity employees would be so much better.",Inspiring Work/Place,Co-Workers/Teamwork,0.11969216610478467,Negative,Positive
