Unnamed: 0,Unnamed: 0.1,Participant ID,Question ID,Comment,Label,Sentiment,Label_encoded,Sentiment_encoded,kfold
736,288,92043,One Change,Better PTO and Company Paid Holidays Weekends off and pay rates.,Balancing Personal/Productivity (including time off),Negative,1,0,0
292,6955,87464,Unique / Unusual,Ample supplies to do my job efficiently. Reduce the duplication of documentation that is built into the documentation software. Like lots of places documentation guidelines     are provided and it takes time to meet all the guidelines.,Supplies/Systems,Positive,13,2,0
5038,1306,84749,Unique / Unusual,Family oriented,Co-Workers/Teamwork,Positive,3,2,0
4448,2784,86962,One Change,The pay rate ,Incentives/Growth,Negative,6,0,0
1415,2603,75047,Unique / Unusual,I just think its very unusual how hippa is constantly broken. And that we dont get paid for the experience that we serviced in.,Incentives/Growth,Negative,6,0,0
253,6446,75607,One Change,STOP FUCKING SPAMMING ME!  Greatness ,Other,Negative,11,0,0
1923,6706,75421,One Change,More employees. ,Staffing and Scheduling,Negative,12,0,0
1113,212,146,One Change,Oncall/mandate schedule for full time employees-you never have time off,Balancing Personal/Productivity (including time off),Negative,1,0,0
3236,6339,93636,One Change,Every thing is good as it is,No answer/Nothing,No answer/Nothing,10,1,0
5082,206,94311,One Change,do something spechle like enployey of the month so everyone has a time to shine Such a feeling of family and appreciation to everyone who comes through the door! Coworkers and Residents!,Appreciation/Recognition,Negative,0,0,0
2548,2172,74904,One Change,Fire all of the shitty as fuck managers that pick fights with the caregivers!  No back biting and speaking about others in the kitchen,Employee relations,Negative,5,0,0
997,887,71578,Unique / Unusual,everyone is very welcoming and friendly,Co-Workers/Teamwork,Positive,3,2,0
5200,189,93152,Unique / Unusual,"the residents appreciation You are usually greeted by your name , ",Appreciation/Recognition,Positive,0,2,0
3751,4461,57568,Unique / Unusual,everything is so special everyone is a family and the Leader Family is so kind generous and supportive to all coworkers,Management Reliability/Integrity,Positive,9,2,0
1018,4210,76134,Unique / Unusual,The continuing education provided to ensure our skills are effective for our clients.  I wish there were continuing education opportunities for my licensing requirements. I also wish I didn't have to use PTO when I have to take time off to go to continuing education trainings. ,Learning & Development,Positive,8,2,0
3301,514,79855,Unique / Unusual,"It is a respectful, clean, personalized, uplifting and empowering place to work.  The pay is great and the benefits are good.  I appreciate the 4% 401K match very much.  Paid vacation days make me so happy and all of this makes me want to stay and retire here.  Thank you for stepping up and taking care of your dedicated employees.  I also love the Lumin Reviews and excitement to be healthy together.",Benefits,Positive,2,2,0
38,4901,79806,One Change,management services and food planning. Employee appreciation and compensation. ,Management Reliability/Integrity,Negative,9,0,0
3397,5808,75645,Unique / Unusual,None,No answer/Nothing,No answer/Nothing,10,1,0
1715,4193,75159,One Change,"Overall everything is GREAT!! 
Perhaps the training should be tweaked---Relias is a great tool, however we don't go back to see what is really learned and retained.

Stand up meetings are so....... important!!!!!!! Should also pay more attention to event planning as a team! 
 Benefits for continuing education. ",Learning & Development,Negative,8,0,0
2283,4258,91942,One Change,Increase funding for outside continuing education to allow therapists to obtain desired certifications that would benefit patient treatment. More time provided to access opportunities for learning/training/mentorship,Learning & Development,Negative,8,0,0
3900,2162,57392,Unique / Unusual,el respeto a las personas  es impresionante no importando  raza color o sexo  especialmente  nuestra manager CAROL employee drama,Employee relations,Positive,5,2,0
3444,6621,74376,One Change,Scheduling ,Staffing and Scheduling,Negative,12,0,0
12,3122,56368,Unique / Unusual,"When you walk in the door, you see genuinely happy people- both residents and staff.",Inspiring Work/Place; Quality,Positive,7,2,0
3900,2162,57392,Unique / Unusual,el respeto a las personas  es impresionante no importando  raza color o sexo  especialmente  nuestra manager CAROL el respeto a las personas  es impresionante no importando  raza color o sexo  especialmente  nuestra manager CAROL,Employee relations,Positive,5,2,0
2925,6318,93540,One Change,None,No answer/Nothing,No answer/Nothing,10,1,0
361,2821,88426,One Change,Better pay to be able to enjoy the benefits. ,Incentives/Growth,Negative,6,0,0
1535,4388,56801,Unique / Unusual,The Leader Family ,Management Reliability/Integrity,Positive,9,2,0
262,4585,74345,Unique / Unusual,"Our company TRULY cares about the employees.  We are given special recognition for achieving goals.  More importantly, we are respected as individual people, personally and professionally.  Every company has a ""culture"".  Ours is kindness, respect and joy.  ",Management Reliability/Integrity,Positive,9,2,0
4277,1753,57377,One Change,more communication between management and staff,Communication/Support,Negative,4,0,0
518,2186,92068,Unique / Unusual,No apparent systemic discrimination against race or gender of the people in my clinic!  less drama more team work,Employee relations,Positive,5,2,0
463,12,56605,One Change,"Being acknoledged no matter where you work.
 rewarding people for their work when they pick up extra shifts.",Appreciation/Recognition,Negative,0,0,0
1154,278,91598,One Change,Holidays off and guaranteed 40 hours a week I think the PTO accrual is generous and the management staff is friendly.,Balancing Personal/Productivity (including time off),Negative,1,0,0
1804,2810,87484,Unique / Unusual,It gives me the opportunity to work responsibly and independently.,Incentives/Growth,Positive,6,2,0
408,6724,76232,One Change,"The one thing I would change is, I would hire housekeeperâ€™s and more dietary staff so the RAâ€™s can focus totally on the care of the residents...itâ€™s very costly to live at the Benton house and I think the residents should have the best care and attention on a daily basis ",Staffing and Scheduling,Negative,12,0,0
3713,1750,57373,One Change,To have meeting notices posted faster.,Communication/Support,Negative,4,0,0
358,47,57503,One Change,"it will be a great company  if they value more the pcas of the hard-works they are doing  everyday. You are usually greeted by your name , ",Appreciation/Recognition,Negative,0,0,0
4890,3778,87494,Unique / Unusual,The residents and the staff work collaboratively together and have fostered great relationships.  There is a collective pride and desire to make this the best retirement community in the area. ,Inspiring Work/Place; Quality,Positive,7,2,0
144,4248,91753,One Change,To offer free training courses that lead to some popular and specialized certificates,Learning & Development,Negative,8,0,0
3456,6454,87295,One Change,Maybe a union  The name badges are Ridiculously huge and look silly. ,Other,Negative,11,0,0
